customer_id,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income,account_creation_date,account_creation_year,account_creation_month,account_creation_day,account_creation_weekday,education_level_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,high_income_flag,income_quantile,income_kmeans_bin,debt_to_income_ratio,spending_to_income_ratio,avg_monthly_transactions
-0.7615533752255614,0.9452922104171106,,17.243164211476582,0.5386768798204989,100101,Female,Graduate,Self-Employed,0,35,2022-09-06,0,12562.5,2022-09-06,2022,9,6,1,,0,False,False,True,False,False,True,False,Very Low,0.0,Q1,2,-5179.928606204954,-71.41265467858472,3.888888888888889
-0.8249104532067565,1.1442610755042506,,21.58810635713242,-1.7199953612248522,100104,Male,Secondary,Salaried,0,37,2018-03-29,0,15463.72,2018-03-29,2018,3,29,3,,1,True,False,False,False,False,True,False,Very Low,0.0,Q1,2,-13170.999950811805,-11.371479719601378,12.333333333333334
0.6290178035921656,0.7645846413976165,0.44852634766852234,23.17915547539094,1.5667939780334976,100105,Female,Graduate,Salaried,0,35,2024-07-21,0,82460.64,2024-07-21,2024,7,21,6,,0,False,True,False,False,False,False,True,Medium,1.0,Q4,1,11657.503052996199,64.5838605613313,5.0
-0.8248007050509517,1.00805090298434,0.3567831347453408,15.490823005948991,-0.854863392424422,100107,Other,Secondary,Salaried,0,35,2017-06-07,0,12931.32,2017-06-07,2017,6,7,2,,2,False,False,True,False,True,False,False,Very Low,0.0,Q1,2,-3129.642004031227,-29.858028712776697,5.833333333333333
-0.06592212245917589,0.6661002825287259,,17.461627766420545,-1.1913538982695289,100110,Female,Graduate,Salaried,0,43,2018-06-27,0,27503.09,2018-06-27,2018,6,27,2,,0,False,False,True,True,False,False,False,Very Low,0.0,Q2,0,-45676.83751809338,-194.75008924337197,7.166666666666667
0.6481442708557535,0.6039934616818174,,30.94190959169641,0.12288458692935851,100111,Male,Graduate,Self-Employed,0,35,2018-08-10,0,107368.17,2018-08-10,2018,8,10,4,,1,False,False,True,False,False,True,False,High,1.0,Q4,1,43298.288319486266,34.228156612136694,4.375
0.5578507518128455,-0.388840455910817,0.30228291203802193,23.349632657738834,1.7066128681410793,100114,Female,Primary,Salaried,1,54,2022-06-07,0,49624.15,2022-06-07,2022,6,7,1,,0,False,True,False,False,False,False,True,Low,0.0,Q3,3,14133.462830045675,79.30278912869228,9.0
0.27789025897069874,-0.6744575049299293,0.8108221939548178,20.610495251107988,0.023534775385071323,100115,Male,Graduate,Salaried,2,36,2022-05-18,0,45399.81,2022-05-18,2022,5,18,2,,1,False,False,True,False,False,False,False,Low,0.0,Q3,0,18771.198466378082,92.51758837724415,7.2
-0.8185740803954302,7.493442778103953,,23.251701693476754,-0.1029494568152974,100116,Female,Graduate,Salaried,0,51,2023-11-06,0,25076.74,2023-11-06,2023,11,6,0,,0,True,False,False,False,False,True,False,Very Low,0.0,Q2,2,-18527.66356235088,-49.48960693559919,4.636363636363637
0.5543224405294802,0.648948831437297,,28.39451499360552,-0.7823079806474962,100117,Male,Primary,Salaried,2,34,2024-11-20,0,85019.03,2024-11-20,2024,11,20,2,,1,False,False,True,False,False,False,True,Medium,1.0,Q4,1,35398.672306533714,23.966404042480583,3.090909090909091
0.4804512837206166,0.7678463836967925,0.7760324294425212,28.78526791775188,-0.9769241487957959,100118,Male,Secondary,Salaried,0,39,2020-02-29,0,68027.71,2020-02-29,2020,2,29,5,,1,False,False,False,False,False,False,True,Medium,1.0,Q4,3,45356.232573675836,24.56678572365334,19.5
0.6016796830037863,0.6685578910315866,0.5822632284086187,26.254474372820397,0.47879524606325535,100119,Female,Post-Graduate,Salaried,0,36,2025-04-19,0,88385.76,2025-04-19,2025,4,19,5,,0,False,False,False,True,False,False,False,Medium,1.0,Q4,1,21986.556913114964,44.90738834665132,9.0
0.5420188596304405,0.8016593484054925,,28.667394482628104,-0.17085376938584831,100121,Male,Graduate,Salaried,0,34,2017-11-01,0,72043.05,2017-11-01,2017,11,1,2,,1,False,True,False,False,False,False,False,Medium,1.0,Q4,3,38134.667597565516,36.99542150805197,3.090909090909091
-0.4863722507927629,1.2467920109353712,0.7043640198020554,20.26189239693194,0.1982952773651393,100124,Male,Graduate,Salaried,0,37,2021-09-03,0,23223.46,2021-09-03,2021,9,3,4,,1,False,False,False,False,False,True,False,Very Low,0.0,Q1,2,-14473.041044035002,-84.19977141508724,4.111111111111111
0.1646634404418557,0.09966988801731526,,22.30350346372967,0.7239909773343549,100126,Male,Secondary,Self-Employed,0,36,2020-11-17,0,45746.26,2020-11-17,2020,11,17,1,,1,False,False,False,False,True,False,False,Low,0.0,Q3,0,47881.17083581006,230.4115837588357,3.272727272727273
0.367732331989778,-4.584592551775151,,26.9523258532308,-0.3796304222412847,100129,Female,Post-Graduate,Salaried,1,38,2023-08-09,0,49201.33,2023-08-09,2023,8,9,2,,0,False,True,False,False,True,False,False,Low,0.0,Q3,3,46151.78976652485,52.825954247046205,4.75
0.39547113386620764,0.876947512646187,,25.320003069285264,-0.6341705156275728,100132,Male,Secondary,Self-Employed,0,37,2024-05-27,0,58297.78,2024-05-27,2024,5,27,0,,1,False,False,True,True,False,False,False,Low,1.0,Q4,3,31597.35117976596,40.83287850281737,7.4
-0.447671606819928,2.1838972573267372,0.7164177042676139,20.64703387904116,0.8090102829821683,100133,Female,Graduate,Salaried,0,38,2018-12-04,0,27699.29,2018-12-04,2018,12,4,1,,0,False,False,False,False,True,False,False,Very Low,0.0,Q2,0,-16794.24779050234,-118.38629200936245,3.1666666666666665
0.6091193688820987,0.6213831108393386,,30.29865311527557,0.7770630153270082,100134,Female,Secondary,Self-Employed,0,37,2024-07-10,0,97102.81,2024-07-10,2024,7,10,2,,0,True,False,False,False,False,False,True,High,1.0,Q4,1,42569.201172509755,50.26826864556181,5.285714285714286
0.17102333873540015,0.7283392406510284,0.8765040293257345,28.08632326604742,0.7000029742509407,100135,Male,Secondary,Salaried,1,46,2017-09-11,0,44514.01,2017-09-11,2017,9,11,0,,1,False,True,False,False,False,False,True,Low,0.0,Q3,0,133517.20038030072,218.89336097477005,5.111111111111111
0.5773811300016681,0.7687293592862326,,30.008389470555347,-0.6650082805416614,100136,Male,Post-Graduate,Salaried,0,49,2020-12-17,0,77006.19,2020-12-17,2020,12,17,3,,1,False,False,False,True,False,False,False,Medium,1.0,Q4,1,43644.412361608214,24.795818616075763,4.083333333333333
-0.8194820884587414,0.8602691370677542,,18.513222867579803,-0.6561967096518456,100137,Male,Post-Graduate,Salaried,1,35,2024-07-09,0,8444.4,2024-07-09,2024,7,9,1,,1,False,True,False,True,False,False,False,Very Low,0.0,Q1,2,-6705.150322080707,-34.858951062176104,5.0
0.49925730042908567,0.9901928747870355,0.7548951578807026,29.783299047331553,0.1940559163461643,100138,Male,Post-Graduate,Salaried,0,34,2019-04-09,0,63610.91,2019-04-09,2019,4,9,1,,1,False,False,True,False,False,False,True,Medium,1.0,Q4,3,50809.26828237611,49.978169687253136,8.5
-0.171197434620628,0.8101825782549328,,21.564295663079292,-0.2470622012448852,100139,Female,Graduate,Salaried,1,32,2018-06-27,0,26691.12,2018-06-27,2018,6,27,2,,0,False,False,True,False,True,False,False,Very Low,0.0,Q2,2,-46788.19653628546,-161.80250574268234,5.333333333333333
0.287438332223681,0.6973217898129457,,23.309681809508774,-0.31239265929424465,100142,Female,Secondary,Salaried,0,34,2025-01-23,0,53897.59,2025-01-23,2025,1,23,3,,0,True,False,False,True,False,False,False,Low,1.0,Q3,3,31453.41211042257,73.50376357461647,34.0
-0.7342584103528359,1.4416788669230949,0.5072754082769608,22.763440226132516,0.9804717384707375,100144,Female,Graduate,Salaried,1,50,2015-11-24,0,20014.3,2015-11-24,2015,11,24,1,,0,False,True,False,False,False,False,False,Very Low,0.0,Q1,2,-18075.59783587803,-87.96871735624217,4.545454545454546
-0.5993878626051765,14.071597923762662,0.6097417981115697,24.97466263783144,0.8797158220487442,100149,Female,Graduate,Salaried,0,41,2022-01-22,0,28215.77,2022-01-22,2022,1,22,5,,0,False,True,False,False,False,False,False,Very Low,0.0,Q2,0,-31901.17825129575,-97.51968472976242,41.0
-0.6903965878776127,2.1290102829237423,0.5463492972702444,23.700627755043726,-0.07415547841936768,100150,Male,Secondary,Salaried,2,43,2021-02-12,0,23511.95,2021-02-12,2021,2,12,4,,1,True,False,False,False,False,False,True,Very Low,0.0,Q1,2,-22666.552276343948,-56.37131252923087,21.5
0.3057877679911067,-0.6960731812583805,0.8055854526540089,28.63808704963372,-0.9488248493411806,100151,Male,Secondary,Salaried,0,38,2019-12-17,0,45967.72,2019-12-17,2019,12,17,1,,1,True,False,False,False,True,False,False,Low,0.0,Q3,0,76334.10146829062,43.392551293876394,3.1666666666666665
0.6188994526247142,1.2417320777284984,0.48661532630853704,25.415485171693874,-0.16820701391159992,100154,Male,Graduate,Salaried,0,40,2025-07-15,0,68402.83,2025-07-15,2025,7,15,1,,1,False,True,False,False,True,False,False,Medium,1.0,Q4,3,18202.443057618926,31.110148189216115,5.714285714285714
0.45729788128174187,1.5464787009772958,,22.596094265697126,0.45798783277177113,100155,Male,Graduate,Self-Employed,0,45,2017-03-23,0,56844.03,2017-03-23,2017,3,23,3,,1,True,False,False,False,True,False,False,Low,1.0,Q3,3,15681.30269325503,63.31068135773271,15.0
0.5654928565618026,0.633373517203337,,25.855323182468396,1.4159703367784848,100158,Female,Post-Graduate,Salaried,0,44,2017-01-23,0,88767.64,2017-01-23,2017,1,23,0,,0,True,False,False,False,False,True,False,Medium,1.0,Q4,1,22217.51067207646,70.65301558961127,44.0
0.3523579671251394,1.9484380330281066,0.8383161414553829,20.664288071958154,-0.9397573007656337,100159,Other,Secondary,Salaried,1,38,2024-12-12,0,51028.03,2024-12-12,2024,12,12,3,,2,False,True,False,False,False,False,True,Low,1.0,Q3,3,14401.364518710194,37.026517379910686,3.1666666666666665
-0.4974351556389368,0.8923500365826001,,16.415180446144287,-0.00020391045087230462,100163,Female,Secondary,Salaried,1,44,2025-03-28,0,17443.64,2025-03-28,2025,3,28,4,,0,False,False,True,False,False,True,False,Very Low,0.0,Q1,2,-5717.231905295208,-74.66861029419397,14.666666666666666
-0.4207735164302966,0.9476690835745545,0.7404972359878961,23.946129671992566,1.432049268524379,100166,Male,Graduate,Self-Employed,0,40,2024-11-11,0,20937.7,2024-11-11,2024,11,11,0,,1,False,False,False,False,False,False,False,Very Low,0.0,Q1,2,-34498.53812822325,-157.27977721404238,3.6363636363636362
-0.34820854122624917,-0.4871868476789829,,23.904102422652056,1.5852164168042235,100168,Male,Graduate,Salaried,0,38,2019-06-28,0,37482.69,2019-06-28,2019,6,28,4,,1,False,True,False,False,False,True,False,Low,0.0,Q3,0,-39972.26862155029,-193.5410947925791,6.333333333333333
0.6465905507711646,0.7319405672758517,,24.483069904749915,-0.09411631141386619,100169,Female,Secondary,Self-Employed,1,40,2025-01-22,0,86914.35,2025-01-22,2025,1,22,2,,0,False,False,False,False,False,False,False,Medium,1.0,Q4,1,14434.41883815049,30.580605845100436,40.0
0.10572071272320073,0.09945708956250297,,23.982624096699073,0.20668146496548842,100170,Female,Primary,Salaried,0,31,2019-04-23,0,34407.42,2019-04-23,2019,4,23,1,,0,False,False,False,False,True,False,False,Low,0.0,Q2,0,107002.77970556295,292.03354585506594,7.75
-0.5679172438213885,0.8097402449199825,,20.29018549741599,0.34030657565579886,100171,Male,Graduate,Salaried,0,37,2021-03-10,0,12512.14,2021-03-10,2021,3,10,2,,1,False,False,False,False,False,True,False,Very Low,0.0,Q1,2,-12944.653774766017,-80.19946377434762,12.333333333333334
0.10663626949537339,-0.6416239057926527,0.8193786697268437,27.387151179888427,-0.4727929461655739,100174,Female,Primary,Salaried,2,36,2023-05-04,0,42445.6,2023-05-04,2023,5,4,3,,0,False,False,True,False,False,False,False,Low,0.0,Q3,0,196514.03479947866,196.5240718274743,7.2
0.6370143179504743,2.7190824626566745,0.12238676566211264,21.107802116556332,-0.10061873384949302,100175,Female,Secondary,Self-Employed,0,36,2024-09-09,0,63588.26,2024-09-09,2024,9,9,0,,0,True,False,False,False,False,False,True,Medium,1.0,Q4,3,7508.000698386497,31.092192493735208,4.0
0.5762163321836873,0.5675879656879689,0.6518753594697427,29.55227465237863,-1.25216833806314,100177,Male,Primary,Unemployed,1,36,2017-12-11,0,106755.72,2017-12-11,2017,12,11,0,,1,False,False,False,True,False,False,False,High,1.0,Q4,1,40678.246550338066,14.985390260444472,3.0
0.07612715034754841,0.9740625413622017,,19.368927331477863,0.5866744773276202,100182,Male,Secondary,Salaried,0,48,2016-03-30,0,39540.58,2016-03-30,2016,3,30,2,,1,True,False,False,False,False,False,True,Low,0.0,Q3,0,57760.08965314302,491.56502094491054,16.0
0.5819900493706008,-1.3575652059554406,,26.209463107568343,-0.0252361666496538,100184,Male,Secondary,Salaried,0,50,2019-10-20,0,54312.82,2019-10-20,2019,10,20,6,,1,False,True,False,False,True,False,False,Low,1.0,Q3,3,22794.155170361453,36.56412664977057,5.0
0.4993152988215255,1.1881357411064355,0.7522412798054695,27.557959145349102,1.0415183411430593,100185,Female,Post-Graduate,Salaried,0,39,2019-08-19,0,61226.63,2019-08-19,2019,8,19,0,,0,False,True,False,False,False,False,True,Medium,1.0,Q4,3,35161.20138277443,72.34450006427956,4.875
-0.5716764132176935,-0.49140960220249497,,18.696454936048596,-0.7874927395694914,100187,Male,Graduate,Salaried,1,33,2017-02-03,0,35698.28,2017-02-03,2017,2,3,4,,1,False,False,False,False,True,False,False,Low,0.0,Q2,0,-8990.454330973755,-40.610358741101884,16.5
-0.10224436805794483,1.5093043453799084,,24.060107369000914,-2.101902629792791,100188,Male,Graduate,Salaried,0,39,2016-11-20,0,34501.09,2016-11-20,2016,11,20,6,,1,False,True,False,True,False,False,False,Low,0.0,Q2,0,-124600.92414442093,-28.425298934368275,3.5454545454545454
-0.49746190454636113,0.7807312684726867,0.7067451551891638,20.433886729813143,-0.8911902820639379,100191,Male,Graduate,Self-Employed,0,42,2016-06-02,0,13329.4,2016-06-02,2016,6,2,3,,1,True,False,False,False,False,False,True,Very Low,0.0,Q1,2,-14766.464004134828,-41.549498404746785,7.0
-0.7915075932549747,-4.824036030372524,0.17298603082747302,21.454420690729446,0.4258628678748901,100193,Female,Secondary,Salaried,1,33,2017-02-02,0,27813.11,2017-02-02,2017,2,2,3,,0,False,False,True,False,False,False,True,Very Low,0.0,Q2,0,-13157.202178137619,-66.14400076286215,16.5
