customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100064,43.0,Male,North,Graduate,Self-Employed,42056.89,12685.63,Home,627.0,0,43,15.83177609423521,2019-06-14,1
100065,49.0,,East,Post-Graduate,Salaried,5914.32,3357.99,Education,679.0,1,39,38.65468391740425,2020-06-05,0
100066,34.0,,South,Post-Graduate,Self-Employed,39394.48,22649.84,Other,594.0,0,50,15.169486668886183,2017-02-06,0
100067,45.0,Male,North,Graduate,Unemployed,103888.13,16353.5,Other,716.0,0,34,31.417792133472144,2018-10-18,0
100068,39.0,Male,West,Secondary,Salaried,21762.82,12584.94,Other,617.0,0,40,38.31567079611874,2024-12-21,0
100069,29.0,Male,North,Secondary,Salaried,32616.8,9267.58,Business,514.0,2,43,56.12356283340538,2020-01-19,1
100070,39.0,Female,North,Post-Graduate,Self-Employed,38640.19,16349.68,Car,683.0,0,119,44.50621697599411,2018-08-31,0
100071,50.0,Male,East,Primary,Unemployed,4373.61,513.35,Education,488.0,1,48,31.617824167238666,2023-10-01,0
100072,35.0,Male,East,Secondary,Self-Employed,169402.52,92229.87,Home,589.0,1,37,29.856575552498146,2022-05-05,0
100073,,Male,North,Secondary,Salaried,21630.39,9102.04,Business,795.0,0,36,35.641416947949274,2020-06-23,0
100074,18.0,Male,East,Secondary,Self-Employed,66672.19,28120.81,Education,714.0,1,179,43.80081809037998,2025-05-12,0
100075,43.0,Male,East,Secondary,Salaried,41506.03,,Business,709.0,0,35,16.602387820372073,2019-08-16,1
100076,36.0,Male,North,Graduate,Unemployed,121667.86,43091.54,Other,583.0,1,42,46.25776801436216,2021-05-27,0
100077,32.0,,North,Secondary,Unemployed,61561.98,18792.31,Business,639.0,1,53,13.134103879439241,2016-11-02,0
100078,36.0,Male,East,Graduate,Salaried,36864.91,19651.37,Car,724.0,0,44,38.21363504325644,2019-10-13,0
100079,18.0,Male,South,Secondary,Salaried,21766.84,10256.76,Home,688.0,0,40,39.74568835035366,2016-06-06,0
100080,,Female,West,Primary,Salaried,84224.02,48385.67,Other,718.0,0,27,17.911828415989568,2021-04-02,0
100081,39.0,Male,West,Post-Graduate,Salaried,9938.8,5665.72,Home,757.0,1,44,2.2371490479672573,2022-09-17,1
100082,50.0,Male,West,Secondary,Self-Employed,74582.95,21715.8,Home,690.0,0,28,25.237757413122264,2020-06-10,0
100083,30.0,Female,North,Post-Graduate,Salaried,18466.6,5973.82,Car,576.0,1,39,17.337675034663782,2017-01-04,1
100084,27.0,Male,West,Graduate,Salaried,121149.65,27621.21,Education,686.0,0,39,26.78944241026067,2019-06-23,1
100085,30.0,Female,South,Primary,Salaried,50614.56,21780.66,Home,636.0,0,38,7.5316694978481955,2025-07-14,0
100086,44.0,Male,South,Post-Graduate,,74477.62,21022.87,Other,573.0,0,32,86.03853020216924,2021-03-28,0
100087,38.0,Male,North,Secondary,Salaried,47502.89,23421.32,Other,704.0,0,39,49.056514075645296,2019-07-03,0
100088,30.0,Male,North,Post-Graduate,Salaried,10949.55,1760.42,Other,722.0,0,32,31.29959150849482,2024-05-18,0
100089,40.0,Male,East,Secondary,Salaried,22345.31,,Home,644.0,0,48,53.98338105157288,2022-08-13,0
100090,,Female,South,Post-Graduate,Unemployed,76180.92,15405.89,Other,669.0,0,25,42.69063193202331,2023-09-10,0
100091,45.0,Male,North,Primary,Self-Employed,,19767.1,Other,526.0,0,54,9.056282869988067,2018-04-26,0
100092,28.0,Female,East,Graduate,Salaried,114433.23,46919.43,Other,717.0,0,225,18.742155564006776,2020-05-23,0
100093,,Male,North,Graduate,Salaried,,44917.15,Business,698.0,0,47,48.53040614806794,2018-04-06,0
100094,31.0,Male,East,Post-Graduate,,20528.99,32551.949358741444,Business,665.0,0,35,12.71032619535523,2020-01-30,1
100095,20.0,Male,South,Post-Graduate,Salaried,23531.7,2520.58,Home,575.0,0,40,37.11572495977534,2025-06-08,0
100096,38.0,Male,West,Post-Graduate,Salaried,48304.92,23719.89,Other,551.0,2,189,42.145643956260976,2025-01-20,0
100097,38.0,Male,West,Post-Graduate,Self-Employed,,25052.19,Home,772.0,0,36,25.30841995100775,2020-05-10,1
100098,35.0,Female,South,Secondary,Salaried,169686.58,30715.17,Car,,0,175,32.741938010078265,2025-10-30,1
100099,33.0,Female,South,Secondary,Self-Employed,63345.06,29757.12,Other,,2,35,44.97229065532318,2023-03-05,1
100100,21.0,Male,South,Secondary,Salaried,118727.06,37609.47,Education,592.0,1,26,44.11361338342453,2025-10-24,0
100101,31.0,Female,West,Graduate,Self-Employed,12562.5,2761.21,Home,513.0,0,35,38.067191889256875,2022-09-06,0
100102,32.0,Female,South,Graduate,Self-Employed,120403.88,,Other,677.0,0,37,29.766821730907726,2022-01-16,0
100103,27.0,Female,North,Graduate,Salaried,265177.32,50182.7,Other,686.0,0,44,40.57240389155818,2019-08-14,0
100104,33.0,,North,Secondary,Salaried,15463.72,7398.49,Home,550.0,0,37,6.387653124658016,2018-03-29,0
100105,39.0,Female,South,Graduate,Salaried,82460.64,10209.26,Other,716.0,0,35,56.56043333438467,2024-07-21,0
100106,54.0,Male,South,Secondary,Salaried,44526.64,25806.1,Education,618.0,1,197,27.613968246478457,2024-04-13,0
100107,37.0,Other,West,Secondary,Salaried,12931.32,1757.85,Education,585.0,0,35,16.77058772381904,2017-06-07,0
100108,38.0,Male,North,Graduate,Salaried,65990.24,25717.99,Car,581.0,1,157,40.79035053525314,2016-09-08,1
100109,34.0,Male,South,Graduate,Unemployed,86667.78,47762.37,Home,,0,34,40.28573312843668,2017-10-01,0
100110,18.0,Female,West,Graduate,Salaried,27503.09,2914.01,Car,535.0,0,43,12.424321349552283,2018-06-27,0
100111,35.0,Male,West,Graduate,Self-Employed,113061.6,39487.58,Home,575.0,0,35,31.215716023259034,2018-08-10,0
100112,36.0,Other,South,Secondary,Salaried,11725.77,3224.63,Other,676.0,0,33,30.672031387992824,2023-01-25,1
100113,60.0,Female,South,Graduate,Self-Employed,13455.59,5249.92,Business,668.0,1,35,29.497495368585348,2016-12-19,0
100114,,Female,South,Primary,Salaried,49624.15,10556.48,Other,589.0,1,54,59.2323563905076,2022-06-07,0
100115,38.0,Male,West,Graduate,,45399.81,6013.19,Business,727.0,2,36,29.637203945748073,2022-05-18,0
100116,35.0,Female,North,Graduate,Salaried,25076.74,10355.85,Home,583.0,0,51,27.661714833027517,2023-11-06,0
100117,23.0,Male,West,Primary,Salaried,85019.03,26221.96,Other,637.0,2,34,17.75338020318261,2024-11-20,0
100118,46.0,Male,East,Secondary,Salaried,68027.71,27975.9,Other,630.0,0,39,15.152888626936813,2020-02-29,0
100119,43.0,Female,East,Post-Graduate,Salaried,88385.76,18142.91,Car,630.0,0,36,37.0567664745336,2025-04-19,0
100120,43.0,Male,North,Post-Graduate,,40313.66,10859.32,Home,638.0,0,177,21.5432383889475,2016-01-30,0
100121,26.0,Male,South,Graduate,Salaried,72043.05,27436.93,Business,636.0,0,34,26.617271217586687,2017-11-01,0
100122,,Female,South,Primary,Salaried,31145.8,12351.07,Business,636.0,1,209,33.567032697280574,2025-01-08,0
100123,21.0,Male,North,Secondary,Self-Employed,230040.31,65827.74,Other,639.0,0,39,31.14641014693251,2020-06-04,0
100124,41.0,Male,East,Graduate,Salaried,23223.46,5574.25,Home,715.0,0,37,32.4292990244777,2021-09-03,0
100125,57.0,Female,West,Post-Graduate,Salaried,239711.84,56775.82,Home,636.0,0,48,32.36370299688097,2017-10-13,1
100126,25.0,Male,East,Secondary,Self-Employed,45746.26,8570.55,Education,,0,36,41.242809328033005,2020-11-17,0
100127,29.0,Female,East,Graduate,Salaried,14802.42,3888.63,Business,659.0,0,49,77.53855401592455,2023-04-14,0
100128,36.0,Other,North,Secondary,Salaried,132908.79,26544.57,Home,672.0,1,41,52.12759245434353,2018-07-30,0
100129,30.0,Female,South,Post-Graduate,Salaried,49201.33,20512.41,Education,697.0,1,38,23.478778128396847,2023-08-09,0
100130,,Female,North,Graduate,Unemployed,728180.5939892632,280009.83,Education,582.0,1,236,51.879122490415426,2015-12-10,0
100131,36.0,Male,East,Graduate,Self-Employed,118425.53,34496.7,Business,688.0,0,39,11.031765647834185,2020-05-14,1
100132,24.0,Male,West,Secondary,Self-Employed,58297.78,15327.36,Car,637.0,0,37,19.807363759330748,2024-05-27,0
100133,40.0,Female,East,Graduate,Salaried,27699.29,6060.8,Education,592.0,0,38,42.72389258279974,2018-12-04,0
100134,26.0,Female,North,Secondary,Self-Employed,97102.81,35707.53,Other,697.0,0,37,42.165595342874326,2024-07-10,0
100135,50.0,Male,South,Secondary,Salaried,44514.01,24903.42,Other,624.0,1,46,40.82764833324487,2017-09-11,0
100136,27.0,Male,East,Post-Graduate,,77006.19,34102.31,Car,673.0,0,49,19.374638066911253,2020-12-17,0
100137,32.0,Male,South,Post-Graduate,Salaried,7942.4,3750.46,Car,487.0,1,35,19.49801202370051,2024-07-09,0
100138,43.0,Male,West,Post-Graduate,Salaried,63610.91,32898.86,Other,694.0,0,34,32.36072596950794,2019-04-09,0
100139,23.0,Female,West,Graduate,Salaried,26691.12,7361.88,Education,805.0,1,32,25.458784889328975,2018-06-27,0
100140,37.0,Male,East,Post-Graduate,Salaried,166975.54,21946.91,Business,900.0,1,129,45.987163446242874,2022-03-31,0
100141,48.0,Female,South,Primary,Salaried,73234.71,30119.93,Business,634.0,1,182,25.007987636388044,2018-08-20,0
100142,19.0,Female,North,Secondary,Salaried,53897.59,10474.25,Car,622.0,0,34,24.477369670373836,2025-01-23,0
100143,37.0,Male,North,Secondary,Self-Employed,65644.09,25241.59,Business,683.0,0,43,0.7348571654952494,2024-11-27,0
100144,38.0,Female,South,Graduate,Salaried,20014.3,9401.82,Business,632.0,1,50,45.75594421406254,2015-11-24,0
100145,43.0,Male,South,Graduate,Self-Employed,163008.92,80170.91,Education,689.0,1,37,35.802792701301364,2021-05-26,0
100146,23.0,Male,East,Secondary,Salaried,218830.17,54908.77,Home,753.0,1,53,11.148045575885249,2024-03-13,0
100147,22.0,Female,East,Graduate,Self-Employed,60918.1,21700.04,Other,700.0,9,38,38.01033587835314,2016-03-20,1
100148,40.0,Female,North,Post-Graduate,Salaried,158780.45,65176.6,Education,640.0,0,167,22.77881570217815,2017-10-15,0
100149,38.0,Female,South,Graduate,Salaried,28215.77,14382.72,Business,583.0,0,41,43.96697541726309,2022-01-22,0
100150,38.0,Male,North,Secondary,Salaried,23511.95,11302.06,Other,626.0,2,43,28.10802228396437,2021-02-12,0
100151,38.0,Male,North,Secondary,Salaried,45967.72,27304.26,Education,640.0,0,38,15.521260875566957,2019-12-17,0
100152,28.0,Female,West,Secondary,Self-Employed,63001.12,6554.78,Business,571.0,0,42,61.12285061146734,2016-11-14,1
100153,37.0,Male,North,Secondary,Salaried,32460.05,10346.47,Other,715.0,0,130,58.29542373697711,2019-12-26,0
100154,38.0,Male,South,Graduate,Salaried,68402.83,15597.37,Education,684.0,0,40,26.657767340682888,2025-07-15,0
100155,28.0,Male,North,Graduate,Self-Employed,56844.03,9092.01,Education,587.0,0,45,36.7074954977376,2017-03-23,0
100156,54.0,Female,West,Graduate,Self-Employed,20016.44,11124.29,Other,543.0,0,39,21.733930010365818,2017-05-05,1
100157,40.0,Male,East,Graduate,Salaried,67372.3,40354.73,Home,693.0,0,43,0.7168042982399463,2024-02-26,1
100158,23.0,Female,North,Post-Graduate,Salaried,88767.64,16892.31,Home,551.0,0,44,53.718558275502886,2017-01-23,0
100159,42.0,Other,South,Secondary,Salaried,51028.03,6083.39,Other,655.0,1,38,15.640653027783253,2024-12-12,0
100160,25.0,Male,East,Graduate,Salaried,111867.83,26571.66,Other,,1,37,52.92373314984553,2018-01-09,1
100161,,Male,West,Post-Graduate,Salaried,16798.28,8691.95,Other,698.0,0,33,42.55010722912493,2018-01-26,1
100162,47.0,Male,North,Secondary,Unemployed,,48871.52,Home,,0,39,35.168871170931205,2023-12-21,0
100163,27.0,Female,West,Secondary,Salaried,17443.64,2240.65,Home,601.0,1,44,29.263501013616295,2025-03-28,0
100164,45.0,Male,West,Post-Graduate,Salaried,18245.79,2303.46,Home,703.0,0,129,42.62594490870929,2018-09-11,0
100165,39.0,Male,West,Secondary,Salaried,26855.08,8424.74,Business,633.0,1,126,13.252638289076096,2020-05-24,0
100166,43.0,Male,East,Graduate,Self-Employed,20937.7,11848.91,Business,651.0,0,40,54.01950419182061,2024-11-11,0
100167,54.0,Female,East,Primary,Self-Employed,28697.3,6972.3,Education,,0,232,32.57773873991394,2023-01-31,0
100168,33.0,,South,Graduate,Salaried,37482.69,11753.78,Home,785.0,0,38,56.91044135345082,2019-06-28,0
100169,,Female,East,Secondary,Self-Employed,86914.35,13121.19,Business,643.0,1,40,27.798413230753034,2025-01-22,0
100170,26.0,Female,East,Primary,Salaried,34407.42,11932.03,Education,,0,31,32.56507017609623,2019-04-23,0
100171,27.0,Male,East,Graduate,Salaried,12512.14,5608.86,Home,607.0,0,37,34.75006533293845,2021-03-10,0
100172,34.0,Female,South,Secondary,Salaried,110747.62,26089.39,Other,694.0,1,227,40.36806210023113,2022-09-03,0
100173,38.0,Male,East,Graduate,Salaried,22771.9,,Home,633.0,1,42,62.595718204700866,2022-03-28,0
100174,38.0,Female,West,Primary,Salaried,42445.6,22113.63,Business,651.0,2,36,22.114759461942107,2023-05-04,0
100175,,Female,North,Secondary,Self-Employed,63588.26,6688.33,Other,624.0,0,36,27.69776564702697,2024-09-09,0
100176,35.0,Female,West,Secondary,Salaried,,21955.24,Education,481.0,1,138,29.653768395859345,2023-07-26,0
100177,50.0,Male,East,Primary,Unemployed,106755.72,31700.29,Car,603.0,1,36,11.678016072581116,2017-12-11,0
100178,32.0,Male,West,Post-Graduate,Salaried,65261.49,16262.53,Car,645.0,1,200,20.011676340204012,2020-02-07,0
100179,62.0,,South,Primary,Salaried,22334.93,9577.15,Other,544.0,0,40,21.18274638362694,2019-09-16,0
100180,41.0,Male,South,Graduate,Salaried,,33088.13,Car,579.0,1,37,77.48584816815283,2016-12-22,0
100181,,Male,West,Secondary,Salaried,51969.99,19706.82,Business,630.0,3,47,34.65247233669999,2021-08-21,1
100182,24.0,Male,North,Secondary,Salaried,39540.58,4568.81,Other,630.0,0,48,38.88268174149394,2016-03-30,0
100183,40.0,Male,West,Post-Graduate,Salaried,,6024.59,Other,674.0,0,42,3.56402052013474,2025-04-23,0
100184,33.0,Male,South,Secondary,Salaried,54312.82,17998.18,Education,633.0,0,50,28.870898178365444,2019-10-20,0
100185,42.0,Female,South,Post-Graduate,Salaried,61226.63,22770.14,Other,671.0,0,39,46.84977560239648,2019-08-19,0
100186,,Male,South,Secondary,Self-Employed,326668.8,142257.55,Other,608.0,0,34,75.29963800428959,2016-01-04,0
100187,34.0,Male,East,Graduate,Salaried,35698.28,3914.64,Education,663.0,1,33,17.68263637073039,2017-02-03,0
100188,27.0,Male,South,Graduate,Salaried,34501.09,12110.1,Car,738.0,0,39,2.680427216211264,2016-11-20,0
100189,20.0,Male,North,Post-Graduate,Salaried,48835.74,19248.8,Home,667.0,1,33,16.043383477441658,2019-10-13,1
100190,31.0,Female,North,Graduate,Self-Employed,104837.59,28481.93,Home,636.0,0,40,16.116129451967474,2017-01-12,1
100191,44.0,Male,North,Graduate,Self-Employed,13329.4,5787.39,Other,593.0,0,42,16.28440982928034,2016-06-02,0
100192,37.0,Female,West,Secondary,Salaried,9232.73,,Education,,1,162,46.33512713347127,2021-07-04,0
100193,,Female,West,Secondary,Salaried,27813.11,7194.87,Other,637.0,1,33,36.17011278883126,2017-02-02,0
100194,,Female,South,Post-Graduate,Salaried,,38002.94,Other,684.0,1,28,9.688462362245033,2024-08-19,0
100195,39.0,Female,East,Secondary,Unemployed,31668.88,8678.39,Business,541.0,0,40,55.49165979751142,2019-12-08,0
100196,26.0,Female,South,Graduate,Self-Employed,66499.83,18171.11,Business,639.0,0,41,197.8063071181676,2020-08-15,0
100197,37.0,,East,Graduate,Salaried,21815.06,8678.91,Home,675.0,1,47,0.6901579092922674,2024-02-22,0
100198,,Female,West,Secondary,Salaried,14207.05,8318.05,Other,658.0,1,29,51.19766372087388,2019-07-13,0
100199,24.0,,West,Post-Graduate,Salaried,47024.53,27816.9,Education,630.0,0,39,26.937874645837944,2025-01-22,0
100200,39.0,Female,South,Graduate,Unemployed,88697.74,34576.95,Education,629.0,0,43,13.043760057865793,2018-02-19,1
100201,41.0,Male,East,Graduate,Salaried,11464.11,1152.64,Home,584.0,0,48,3.806490075716578,2025-08-07,0
100202,46.0,Female,North,Post-Graduate,Salaried,85745.66,47188.26,Other,673.0,0,37,21.849870870534232,2025-09-08,1
100203,46.0,Male,West,Primary,Salaried,85545.17,32945.07,Other,675.0,2,49,20.606601757851223,2023-12-05,0
100204,,Male,North,Secondary,Self-Employed,95437.13,27008.54,Education,565.0,1,38,32.65488529520402,2020-01-08,0
100205,26.0,Male,East,Graduate,Self-Employed,117917.33,60679.97,Education,696.0,1,145,68.62876825212518,2023-12-07,0
100206,40.0,Male,East,Secondary,Self-Employed,258995.51,77676.96,Business,611.0,0,41,20.85741612384484,2022-10-23,0
100207,40.0,Male,East,Graduate,Salaried,33459.17,3915.47,Car,627.0,0,48,4.681843620964791,2019-02-15,0
100208,40.0,Male,North,Post-Graduate,Self-Employed,48562.75,24793.04,Car,761.0,0,35,24.05678565413662,2017-06-28,0
100209,74.0,Male,West,Graduate,Salaried,31882.23,11889.83,Business,746.0,0,136,48.75612589848481,2017-07-14,0
100210,41.0,Male,North,Secondary,Salaried,,36245.95,Home,563.0,0,42,25.541733754262985,2023-03-21,0
100211,46.0,Female,East,Post-Graduate,Salaried,151638.33,34186.28,Education,573.0,0,37,41.726590440735194,2021-11-30,0
100212,45.0,Male,North,Graduate,Unemployed,15168.0,,Education,587.0,1,46,33.05992874649914,2023-02-03,0
100213,42.0,Male,South,Graduate,Salaried,22339.58,4557.83,Education,745.0,0,34,31.10096789681983,2022-11-17,0
100214,,Female,East,Graduate,Self-Employed,,46223.5,Home,614.0,1,39,58.57006356886001,2023-10-31,1
100215,43.0,Male,South,Post-Graduate,Self-Employed,100607.7,42080.7,Education,562.0,1,37,12.57364183345738,2016-10-22,0
100216,27.0,Male,North,Graduate,Salaried,33271.27,17992.18,Car,724.0,0,41,11.268127570490726,2017-07-24,0
100217,33.0,Female,North,Graduate,Salaried,88121.91,32291.85,Education,686.0,0,29,13.641717590479686,2016-12-01,0
100218,30.0,Female,South,Post-Graduate,Salaried,58450.03,28029.9,Business,785.0,0,32,36.21580063446585,2022-09-26,0
100219,36.0,Male,East,Secondary,Salaried,147734.88,71138.82,Other,686.0,0,41,30.96177154779783,2021-08-28,0
100220,58.0,Male,West,Graduate,Salaried,47219.52,20407.19,Home,648.0,0,42,42.78234052989256,2017-09-29,1
100221,,Other,North,Post-Graduate,Salaried,101059.08,22528.01,Other,665.0,0,42,28.631150598289498,2020-02-12,0
100222,42.0,Female,South,Graduate,Self-Employed,368267.34,196431.7,Car,623.0,0,45,26.47915027630031,2019-02-22,1
100223,19.0,Male,North,Graduate,Unemployed,71785.24,22837.6,Education,728.0,1,31,35.92481791517798,2019-02-14,0
100224,,Female,North,Post-Graduate,Salaried,518039.0821381944,63255.35,Education,731.0,1,181,60.53624796439975,2025-01-03,0
100225,46.0,,East,Graduate,Salaried,79293.58,17627.47,Education,555.0,1,39,9.07875033238546,2023-07-09,0
100226,36.0,Male,East,Graduate,Salaried,33214.11,16034.91,Business,707.0,1,42,13.437186346232085,2018-04-09,0
100227,24.0,Male,North,Post-Graduate,Self-Employed,300537.87,40442.38,Education,586.0,1,34,30.739752334388097,2023-01-23,0
100228,28.0,Female,North,Post-Graduate,Self-Employed,51380.38,8923.86,Car,795.0,0,44,66.58452590047193,2019-01-03,0
100229,42.0,Male,North,Graduate,Salaried,35760.82,,Other,741.0,0,54,10.710315233968924,2020-08-16,0
